"ANO","REGIAO","UF","MUNICIPIO","AREA","DEPENDENCIA_ADM","LOCALIZACAO","NOTA_LP","NOTA_MT","SEXO","RACA_COR","MES_NASC","ANO_NASC","COMPUTADOR","ESC_MAE","ESC_PAI","USO_TEMPO_TELAS","AFAZERES_DOM","TRABALHO","PERSPECTIVAS"
"440",2017,"Sudeste","SP",3543907,"Interior","Estadual","Urbana",268.329262,258.598348,"Masculino","Parda","Junho","2002",NA,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"280",2017,"Sul","RS",4309308,"Interior","Estadual","Urbana",275.917105,255.452449,"Masculino","Branca","Novembro","2002","Sim, dois","Completou a Faculdade","Completou a Faculdade","Mais de 2 horas, até 3 horas","Menos de 1 hora","Não","Ainda não sei"
"709",2017,"Centro-Oeste","MT",5108402,"Interior","Estadual","Urbana",234.112151,247.954605,"Feminino","Parda","Abril","2002","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Ainda não sei"
"568",2017,"Sudeste","SP",3529203,"Interior","Estadual","Urbana",252.582311,241.018479,"Masculino","Branca","Maio","2002","Sim, um","Não sei","Completou o Ensino Médio, mas não completou a Faculdade","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"677",2017,"Nordeste","BA",2928604,"Interior","Municipal","Urbana",245.01353,181.582354,"Masculino","Não quero declarar","Fevereiro","2001","Sim, um","Completou a Faculdade","Completou a Faculdade","Menos de 1 hora","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"926",2017,"Sudeste","SP",3535101,"Interior","Estadual","Urbana",191.034045,249.020248,"Masculino","Parda","Janeiro","2003","Sim, quatro ou mais","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a Faculdade","Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas","Não","Somente continuar estudando"
"1717",2017,"Nordeste","BA",2901007,"Interior","Estadual","Urbana",263.908846,173.637091,"Feminino","Preta","Junho","2000","Não tem","Não sei","Não sei","Menos de 1 hora","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1516",2017,"Sudeste","MG",3147907,"Interior","Estadual","Urbana",284.63293,276.193812,"Feminino","Preta","Fevereiro","2003","Sim, um","Não sei","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Mais de 3 horas","Não","Somente continuar estudando"
"1654",2017,"Sul","RS",4310603,"Interior","Estadual","Urbana",290.060563,298.680637,"Feminino","Branca","Maio","2002","Sim, um","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1541",2017,"Sul","SC",4209102,"Interior","Municipal","Urbana",249.028239,370.282007,"Masculino","Branca","Janeiro","2003","Sim, dois","Não sei","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1171",2017,"Nordeste","BA",2925758,"Interior","Municipal","Rural",321.467196,287.812653,"Masculino","Parda","Junho","2002","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Não faço trabalhos domésticos","Não","Continuar estudando e trabalhar"
"1262",2017,"Sudeste","MG",3114105,"Interior","Estadual","Urbana",330.212386,287.532521,"Feminino","Branca","Fevereiro","2003","Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Mais de 2 horas, até 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"1952",2017,"Nordeste","BA",2917359,"Interior","Municipal","Urbana",263.76059,246.649463,"Feminino","Parda","Março","2003","Não tem","Nunca estudou","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Menos de 1 hora","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1369",2017,"Sul","SC",4209300,"Interior","Estadual","Urbana",289.453875,251.993161,"Masculino","Branca","Outubro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"1526",2017,"Centro-Oeste","MT",5100250,"Interior","Estadual","Urbana",188.922592,258.776757,"Masculino","Parda","Outubro","2002","Não tem","Não sei","Não sei","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"914",2017,"Nordeste","PE",2611606,"Capital","Federal","Urbana",367.554612,403.39469,"Masculino","Parda","Junho","2003","Sim, dois","Completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"1946",2017,"Nordeste","PI",2211001,"Capital","Estadual","Urbana",221.664082,242.800382,"Feminino","Amarela","Outubro","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Menos de 1 hora","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"616",2017,"Nordeste","PB",2512507,"Interior","Municipal","Urbana",220.158435,230.512006,"Feminino","Não quero declarar","Fevereiro","2003","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"650",2017,"Sudeste","MG",3106705,"Interior","Municipal","Urbana",341.617208,316.491398,"Masculino","Parda","Dezembro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"581",2017,"Norte","AC",1200104,"Interior","Estadual","Urbana",295.851371,296.663371,"Masculino","Branca","Fevereiro","2003","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas","Menos de 1 hora","Sim","Continuar estudando e trabalhar"
"340",2017,"Nordeste","PE",2611101,"Interior","Estadual","Urbana",249.450695,159.514218,"Masculino","Parda","Fevereiro","2000","Sim, três","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"445",2017,"Nordeste","AL",2706000,"Interior","Municipal","Urbana",304.995382,255.40617,"Feminino","Parda","Setembro","2002",NA,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1918",2017,"Nordeste","BA",2902708,"Interior","Municipal","Rural",176.794614,161.774112,"Feminino","Parda",NA,"2003","Não tem","Não sei","Nunca estudou","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Mais de 2 horas, até 3 horas","Não","Ainda não sei"
"1435",2017,"Nordeste","BA",2925907,"Interior","Municipal","Urbana",170.200986,227.349786,"Masculino","Preta","Setembro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Somente continuar estudando"
"1329",2017,"Nordeste","PE",2610806,"Interior","Municipal","Rural",259.046746,271.795868,"Feminino","Parda","Maio","2002","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"139",2017,"Nordeste","PE",2611606,"Capital","Estadual","Urbana",195.819014,152.622694,NA,"Não quero declarar","Dezembro","2002","Sim, um","Completou a Faculdade","Completou a Faculdade","Entre 1 e 2 horas","Mais de 2 horas, até 3 horas","Não","Continuar estudando e trabalhar"
"1849",2017,"Sudeste","SP",3508504,"Interior","Estadual","Urbana",195.209681,177.330848,"Feminino","Não quero declarar","Abril","2003","Sim, um","Não sei","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"1754",2017,"Nordeste","PI",2202729,"Interior","Estadual","Urbana",283.811488,308.860474,"Feminino","Parda","Novembro","2002","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Entre 1 e 2 horas","Menos de 1 hora","Não","Somente continuar estudando"
"527",2017,"Nordeste","CE",2305407,"Interior","Municipal","Rural",172.228862,181.404448,"Masculino","Amarela","Março","2000","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Entre 1 e 2 horas","Mais de 3 horas","Não","Ainda não sei"
"944",2017,"Nordeste","BA",2911402,"Interior","Municipal","Rural",243.590524,228.094887,"Feminino","Preta","Maio","2002","Não tem","Nunca estudou","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1798",2017,"Nordeste","BA",2929305,"Interior","Municipal","Rural",216.399856,245.366007,"Feminino","Branca","Dezembro","2001","Não tem","Não sei","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Ainda não sei"
"586",2017,"Norte","AM",1300607,"Interior","Municipal","Rural",157.987999,173.736692,"Feminino","Indígena","Maio","2002","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",NA,NA,"Sim",NA
"1536",2017,"Sudeste","SP",3547809,"Interior","Estadual","Urbana",257.588039,256.989488,"Masculino","Branca","Junho","2003","Sim, quatro ou mais","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1616",2017,"Sudeste","SP",3505708,"Interior","Municipal","Urbana",231.49731,333.971668,"Masculino","Parda","Março","2002","Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"826",2017,"Sudeste","ES",3205200,"Interior","Municipal","Urbana",251.091871,224.272187,"Feminino","Parda","Abril","2001","Sim, um","Nunca estudou",NA,NA,NA,NA,NA
"689",2017,"Nordeste","BA",2918506,"Interior","Municipal","Urbana",167.258615,200.344011,"Feminino","Parda","Março","2000","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não sei","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"167",2017,"Sudeste","MG",3152501,"Interior","Estadual","Urbana",291.320604,265.855296,"Masculino","Branca","Novembro","2002","Sim, um","Completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Ainda não sei"
"1076",2017,"Nordeste","BA",2924009,"Interior","Municipal","Urbana",267.227009,245.508197,"Feminino","Preta","Novembro","2001","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"707",2017,"Sudeste","SP",3515707,"Interior","Estadual","Urbana",275.505007,243.896319,"Masculino","Parda","Junho","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1044",2017,"Sudeste","SP",3546009,"Interior","Municipal","Urbana",212.91195,187.812224,"Feminino","Parda","Dezembro","2000","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Menos de 1 hora","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"883",2017,"Norte","PA",1500800,"Interior","Municipal","Urbana",239.803681,238.713647,"Feminino","Parda","Maio","2003","Não tem","Não sei","Não sei","Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas","Não","Continuar estudando e trabalhar"
"1737",2017,"Sul","PR",4118204,"Interior","Estadual","Urbana",340.835267,329.029948,"Masculino",NA,NA,NA,"Sim, um",NA,NA,NA,NA,NA,NA
"83",2017,"Centro-Oeste","GO",5211206,"Interior","Municipal","Urbana",301.522297,329.354011,"Feminino","Branca","Abril","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"606",2017,"Centro-Oeste","GO",5217302,"Interior","Estadual","Urbana",292.803552,252.007469,"Feminino","Branca","Setembro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"351",2017,"Nordeste","SE",2802106,"Interior","Municipal","Urbana",302.617773,262.742317,"Feminino","Parda","Fevereiro","2002","Não tem","Não sei","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Ainda não sei"
"1067",2017,"Nordeste","BA",2910800,"Interior","Municipal","Rural",248.849957,211.294603,"Feminino","Indígena","Fevereiro","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Nunca estudou","Mais de 3 horas","Mais de 3 horas","Não","Continuar estudando e trabalhar"
"113",2017,"Norte","AM",1301100,"Interior","Municipal","Rural",191.584868,238.110792,"Masculino","Não quero declarar","Setembro","2002","Não tem","Não sei","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Sim","Somente continuar estudando"
"1051",2017,"Sudeste","SP",3503307,"Interior","Estadual","Urbana",241.456427,190.795421,"Feminino","Parda","Maio","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1739",2017,"Norte","PA",1500107,"Interior","Estadual","Urbana",196.011345,173.332702,"Feminino","Parda","Dezembro","2002","Não tem","Não sei",NA,"Menos de 1 hora","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"1481",2017,"Sul","SC",4211751,"Interior","Municipal","Urbana",272.431514,220.720565,"Masculino","Branca","Março","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1802",2017,"Sul","PR",4101804,"Interior","Estadual","Urbana",298.973127,248.105793,"Feminino","Branca","Março","2003","Sim, um","Não sei","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"663",2017,"Sudeste","MG",3130051,"Interior","Estadual","Urbana",187.960441,242.166004,"Feminino","Parda","Fevereiro","2003","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Mais de 2 horas, até 3 horas","Não","Somente continuar estudando"
"580",2017,"Nordeste","PE",2615300,"Interior","Municipal","Urbana",261.514764,302.919735,"Feminino","Parda","Setembro","2002","Não tem","Não sei","Não sei","Mais de 3 horas","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"422",2017,"Sudeste","SP",3507100,"Interior","Estadual","Urbana",300.713085,288.487944,"Feminino","Parda","Fevereiro","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"250",2017,"Sudeste","MG",3154606,"Interior","Estadual","Urbana",280.897049,279.985827,"Masculino","Parda","Outubro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Entre 1 e 2 horas","Não faço trabalhos domésticos","Não","Continuar estudando e trabalhar"
"1866",2017,"Sudeste","SP",3529401,"Interior","Estadual","Urbana",227.582321,158.482725,"Masculino","Parda","Junho","2002","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"191",2017,"Sul","SC",4207007,"Interior","Municipal","Urbana",248.708642,191.125801,"Masculino","Branca","Maio","2003","Sim, um","Completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas","Não","Continuar estudando e trabalhar"
"812",2017,"Nordeste","PE",2610707,"Interior","Estadual","Urbana",169.461908,213.687857,"Feminino","Indígena","Agosto","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1236",2017,"Sudeste","SP",3550308,"Capital","Estadual","Urbana",349.681719,290.896345,"Masculino","Branca","Janeiro","2003","Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Menos de 1 hora","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"1553",2017,"Sudeste","ES",3200607,"Interior","Estadual","Urbana",336.811248,326.389594,"Feminino","Branca","Setembro","2002","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"448",2017,"Sudeste","MG",3101300,"Interior","Municipal","Urbana",242.067633,281.600892,"Masculino","Parda","Setembro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Entre 1 e 2 horas","Não faço trabalhos domésticos","Sim","Continuar estudando e trabalhar"
"644",2017,"Centro-Oeste","DF",5300108,"Capital","Estadual","Urbana",230.54425,198.715476,"Masculino","Parda","Março","2001","Sim, um","Não sei","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Ainda não sei"
"1897",2017,"Sudeste","MG",3106200,"Capital","Municipal","Urbana",202.105938,274.53599,"Masculino","Não quero declarar","Abril","2003","Sim, um","Completou a Faculdade","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1614",2017,"Sudeste","RJ",3300407,"Interior","Municipal","Urbana",202.575554,317.463533,"Masculino","Branca","Agosto","2002","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"1410",2017,"Norte","PA",1502301,"Interior","Estadual","Urbana",256.447772,222.969169,"Feminino","Parda","Janeiro","2002","Sim, um","Não sei","Não sei","Mais de 3 horas","Mais de 2 horas, até 3 horas","Não","Somente continuar estudando"
"282",2017,"Sul","PR",4104451,"Interior","Estadual","Urbana",226.839442,204.568073,"Feminino","Parda","Abril","2003","Não tem","Nunca estudou","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Entre 1 e 2 horas","Menos de 1 hora","Sim","Somente trabalhar"
"1768",2017,"Sudeste","MG",3143302,"Interior","Municipal","Urbana",296.052793,342.810089,"Feminino","Branca","Outubro","2002","Sim, um","Não sei","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"796",2017,"Sudeste","SP",3518800,"Interior","Estadual","Urbana",289.584061,347.775228,"Masculino","Branca","Julho","2002","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Menos de 1 hora","Não","Ainda não sei"
"49",2017,"Sudeste","MG",3140001,"Interior","Estadual","Urbana",326.253211,309.039218,"Feminino","Parda","Julho","2002","Sim, um","Completou a Faculdade","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1664",2017,"Nordeste","PE",2606804,"Interior","Estadual","Urbana",261.007739,226.019046,"Feminino","Branca","Julho","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"168",2017,"Sudeste","MG",3134400,"Interior","Municipal","Urbana",275.319728,298.517487,NA,NA,NA,NA,NA,NA,"Não sei","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"1752",2017,"Nordeste","CE",2300903,"Interior","Municipal","Rural",342.783038,260.58029,"Feminino","Não quero declarar","Outubro","2002","Não tem","Não sei","Não sei","Mais de 2 horas, até 3 horas","Mais de 3 horas","Não","Continuar estudando e trabalhar"
"601",2017,"Nordeste","MA",2107506,"Interior","Municipal","Rural",259.15831,203.252536,"Feminino","Parda","Novembro","2001","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Menos de 1 hora","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1165",2017,"Sudeste","MG",3163201,"Interior","Estadual","Urbana",311.727295,312.484589,"Feminino","Branca","Agosto","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"730",2017,"Sudeste","SP",3549904,"Interior","Municipal","Urbana",285.986574,270.122899,"Masculino","Branca","Fevereiro","2003","Sim, um","Não sei","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Ainda não sei"
"857",2017,"Sul","RS",4311718,"Interior","Estadual","Urbana",267.794746,292.17572,"Feminino","Branca","Agosto","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"1810",2017,"Nordeste","BA",2903201,"Interior","Municipal","Urbana",193.62134,187.739117,"Masculino","Parda","Maio","2000","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 3 horas","Mais de 2 horas, até 3 horas","Não","Somente continuar estudando"
"1759",2017,"Sul","PR",4122909,"Interior","Estadual","Urbana",250.10917,244.481288,"Feminino","Branca","Maio","2002","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"33",2017,"Norte","PA",1506708,"Interior","Municipal","Urbana",208.573623,236.801961,"Feminino","Branca","Março","2001","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Ainda não sei"
"724",2017,"Nordeste","BA",2933307,"Interior","Estadual","Urbana",358.821047,325.866051,"Masculino","Branca","Maio","2003","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1591",2017,"Nordeste","CE",2307700,"Interior","Municipal","Urbana",340.719627,309.121715,"Masculino","Parda","Março","2003","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Ainda não sei"
"332",2017,"Norte","RO",1100114,"Interior","Estadual","Urbana",319.39238,340.154198,"Feminino","Parda","Julho","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1455",2017,"Nordeste","AL",2700300,"Interior","Estadual","Urbana",273.387659,294.686739,"Masculino","Não quero declarar","Agosto","2000","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"956",2017,"Sudeste","SP",3509502,"Interior","Municipal","Urbana",306.665703,330.169648,"Feminino","Branca","Janeiro","2003","Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"75",2017,"Nordeste","PE",2611606,"Capital","Estadual","Urbana",266.564125,281.636216,"Masculino","Parda","Fevereiro","2001","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Menos de 1 hora","Não","Somente continuar estudando"
"713",2017,"Norte","PA",1505502,"Interior","Municipal","Urbana",264.110377,257.17913,NA,"Parda","Agosto","2001","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Menos de 1 hora","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1545",2017,"Sul","RS",4304358,"Interior","Municipal","Rural",351.33485,253.634998,"Feminino","Parda","Setembro","2002","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1245",2017,"Sudeste","MG",3143302,"Interior","Municipal","Urbana",213.326472,268.409911,"Masculino","Parda","Janeiro","2003","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"397",2017,"Sul","PR",4104303,"Interior","Estadual","Urbana",244.789631,216.734324,"Masculino","Amarela","Agosto","2003","Sim, um","Não sei","Não sei","Entre 1 e 2 horas","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"1176",2017,"Sudeste","SP",3539806,"Interior","Estadual","Urbana",244.131155,234.93717,"Feminino","Parda","Janeiro","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Menos de 1 hora","Menos de 1 hora","Não","Somente continuar estudando"
